message,IsSpam,url_count,email_count,phone_count,len
i wanted to ask ì_ to wait 4 me to finish lect. cos my lect finishes in an hour anyway.,0,0,0,0,87
have you finished work yet? :),0,0,0,0,30
"every king was once a crying baby and every great building was once a map.. not imprtant where u r today, but where u wil reach tomorw. gud ni8",0,0,0,0,143
"dear,me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",0,0,0,0,169
thanks love. but am i doing torch or bold.,0,0,0,0,42
<forwarded from0>please call immediately as there is an urgent message waiting for you.,1,0,0,2,87
was the farm open?,0,0,0,0,18
"sorry to trouble u again. can buy 4d for my dad again? 1405, 1680, 1843. all 2 big 1 small, sat n sun. thanx.",0,0,0,0,109
"my sister in law, hope you are having a great month. just saying hey. abiola",0,0,0,0,76
will purchase d stuff today and mail to you. do you have a po box number?,0,0,0,0,73
ah poop. looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,0,0,0,0,92
good. good job. i like entrepreneurs,0,0,0,0,36
"aight, you close by or still down around alex's place?",0,0,0,0,54
meet you in corporation st outside gap û_ you can see how my mind is working!,0,0,0,0,78
mum ask ì_ to buy food home...,0,0,0,0,30
k..u also dont msg or reply to his msg..,0,0,0,0,40
how much r ì_ willing to pay?,0,0,0,0,29
"sorry, i'll call later",0,0,0,0,22
what is important is that you prevent dehydration by giving her enough fluids,0,0,0,0,77
"thats a bit weird, even ?- where is the do supposed to be happening? but good idea, sure they will be in pub!",0,0,0,0,109
true dear..i sat to pray evening and felt so.so i sms'd you in some time...,0,0,0,0,75
"i don't think i can get away for a trek that long with family in town, sorry",0,0,0,0,76
so when do you wanna gym harri,0,0,0,0,30
quite late lar... ard 12 anyway i wun b drivin...,0,0,0,0,49
"to review and keep the fantastic nokia n-gage game deck with club nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word out",1,0,0,0,155
4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths+? call mobilesdirect free on to update now! or2stoptxt t&cs,1,0,0,1,148
height of confidence: all the aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. aftr they sat they wer told dat the plane ws made by their students. dey all hurried out of d plane.. bt only 1 didnt move... he said:\if it is made by my students,0,0,0,0,269
it just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,0,0,0,0,195
 between 10am-7pm cost 10p,1,0,0,1,26
"save yourself the stress. if the person has a dorm account, just send your account details and the money will be sent to you.",0,0,0,0,125
he also knows about lunch menu only da. . i know,0,0,0,0,48
when i have stuff to sell i.ll tell you,0,0,0,0,39
1 urgent! this is the 2nd attempt to contact u!u have won å£1250 call b4 050703 t&csbcm4235wc1n3xx. callcost 150ppm mobilesvary. maxå£7. 50,1,0,0,2,139
book which lesson? then you msg me... i will call up after work or sth... i'm going to get specs. my membership is px3748,0,0,0,0,121
you have won a guaranteed å£1000 cash or a å£2000 prize. to claim yr prize call our customer service representative on between 10am-7pm,1,0,0,1,135
macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.let life begin again.call me anytime,0,0,0,0,162
oh is it? send me the address,0,0,0,0,29
s'fine. anytime. all the best with it.,0,0,0,0,38
that is wondar full flim.,0,0,0,0,25
ya even those cookies have jelly on them,0,0,0,0,40
"the world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",0,0,0,0,226
got it! it looks scrumptious... daddy wants to eat you all night long!,0,0,0,0,70
of cos can lar i'm not so ba dao ok... 1 pm lor... y u never ask where we go ah... i said u would ask on fri but he said u will ask today...,0,0,0,0,140
"alright omw, gotta change my order to a half8th",0,0,0,0,47
exactly. anyways how far. is jide her to study or just visiting,0,0,0,0,63
dunno y u ask me.,0,0,0,0,17
email alertfrom: jeri stewartsize: 2kbsubject: low-cost prescripiton drvgsto listen to email call 123,1,0,0,0,101
no he didn't. spring is coming early yay!,0,0,0,0,41
lol you won't feel bad when i use her money to take you out to a steak dinner =d,0,0,0,0,80
even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,0,0,0,0,137
leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.rakhesh,0,0,0,0,103
then why no one talking to me,0,0,0,0,29
thanks for looking out for me. i really appreciate.,0,0,0,0,51
hi. customer loyalty offer:the new nokia6650 mobile from only å£10 at txtauction! txt word: start to no: 81151 & get yours now! 4t&ctxt tc 150p/mtmsg,1,0,0,0,149
wish i were with you now!,0,0,0,0,25
haha mayb u're rite... u know me well. da feeling of being liked by someone is gd lor. u faster go find one then all gals in our group attached liao.,0,0,0,0,149
yes i will be there. glad you made it.,0,0,0,0,38
do well :)all will for little time. thing of good times ahead:,0,0,0,0,62
just got up. have to be out of the room very soon. û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,0,0,0,0,181
ok. there may be a free gym about.,0,0,0,0,34
men like shorter ladies. gaze up into his eyes.,0,0,0,0,47
dunno he jus say go lido. same time 930.,0,0,0,0,40
"i promise to take good care of you, princess. i have to run now. please send pics when you get a chance. ttyl!",0,0,0,0,110
u are subscribed to the best mobile content service in the uk for å£3 per 10 days until you send stop to 82324. helpline,1,0,0,1,120
is there a reason we've not spoken this year? anyways have a great week and all the best in your exam,0,0,0,0,101
by monday next week. give me the full gist,0,0,0,0,42
"do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",1,0,0,0,102
you have an important customer service announcement from premier.,1,0,0,0,65
dont gimme that lip caveboy,0,0,0,0,27
when did you get to the library,0,0,0,0,31
realy sorry-i don't recognise this number and am now confused :) who r u please?! ,0,0,0,0,82
so why didnt you holla?,0,0,0,0,23
cant think of anyone with * spare room off * top of my head,0,0,0,0,59
"faith makes things possible,hope makes things work,love makes things beautiful,may you have all three this christmas!merry christmas!",0,0,0,0,133
u should have made an appointment,0,0,0,0,33
"call me when you/carlos is/are here, my phone's vibrate is acting up and i might not hear texts",0,0,0,0,95
"romantic paris. 2 nights, 2 flights from å£79 book now 4 next year. callts&cs apply.",1,0,0,1,84
"we are at grandmas. oh dear, u still ill? i felt shit this morning but i think i am just hungover! another night then. we leave on sat.",0,0,0,0,135
urgent ur å£500 guaranteed award is still unclaimed! call now closingdate04/09/02 claimcode m39m51 å£1.50pmmorefrommobile2bremoved-mobypobox734ls27yf,1,0,0,1,149
nothing but we jus tot u would ask cos u ba gua... but we went mt faber yest... yest jus went out already mah so today not going out... jus call lor...,0,0,0,0,151
"wishing you and your family merry \x\"" mas and happy new year in advance..""",0,0,0,0,75
ur awarded a city break and could win a å£200 summer shopping spree every wk. txt store to 88039 . skilgme. tscs1winawk!age16 å£1.50perwksub,1,0,0,1,140
"i'm nt goin, got somethin on, unless they meetin 4 dinner lor... haha, i wonder who will go tis time...",0,0,0,0,103
"sorry, i'll call later",0,0,0,0,22
i cant pick the phone right now. pls send a message,0,0,0,0,51
lol i know! they're so dramatic. schools already closed for tomorrow. apparently we can't drive in the inch of snow were supposed to get.,0,0,0,0,137
not getting anywhere with this damn job hunting over here!,0,0,0,0,58
lol! u drunkard! just doing my hair at d moment. yeah still up 4 tonight. wats the plan? ,0,0,0,0,89
"idc get over here, you are not weaseling your way out of this shit twice in a row",0,0,0,0,81
i wil be there with in  &lt;#&gt;  minutes. got any space,0,0,0,0,57
just sleeping..and surfing,0,0,0,0,26
thanks for picking up the trash.,0,0,0,0,32
why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,0,0,0,0,145
"\hi its kate it was lovely to see you tonight and ill phone you tomorrow. i got to sing and a guy gave me his card! xxx\""""",0,0,0,0,122
happy new year my dear brother. i really do miss you. just got your number and decided to send you this text wishing you only happiness. abiola,0,0,0,0,143
that means get the door,0,0,0,0,23
your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple pls reply..,0,0,0,0,136
"hmmm ... i thought we said 2 hours slave, not 3 ... you are late ... how should i punish you ?",0,0,0,0,94
beerage?,0,0,0,0,8
you have an important customer service announcement from premier. call freephone now!,1,0,0,1,85
dont think so. it turns off like randomlly within 5min of opening,0,0,0,0,65
"she was supposed to be but couldn't make it, she's still in town though",0,0,0,0,71
it does it on its own. most of the time it fixes my spelling. but sometimes it gets a completely diff word. go figure,0,0,0,0,117
ever thought about living a good life with a perfect partner? just txt back name and age to join the mobile community. (100p/sms),1,0,0,0,129
"5 free top polyphonic tones call7, national rate. get a toppoly tune sent every week, just text subpoly to 81618, å£3 per pole. unsub.",1,0,0,2,134
gud mrng dear hav a nice day,0,0,0,0,28
this is hoping you enjoyed your game yesterday. sorry i've not been in touch but pls know that you are fondly bein thot off. have a great week. abiola,0,0,0,0,150
all e best 4 ur driving tmr :-),0,0,0,0,31
y?where u at dogbreath? its just sounding like jan c thatåõs al!!!!!!!!!,0,0,0,0,72
omg i want to scream. i weighed myself and i lost more weight! woohoo!,0,0,0,0,70
there generally isn't one. it's an uncountable noun - u in the dictionary. pieces of research?,0,0,0,0,94
it's really getting me down just hanging around.,0,0,0,0,48
"orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on. offer ends 14thmarch. t&c's apply. opt-out availa",1,0,0,1,146
"\petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic\""""",0,0,0,0,98
ok i msg u b4 i leave my house.,0,0,0,0,31
"\gimme a few\"" was  &lt;#&gt;  minutes ago""",0,0,0,0,43
"last chance! claim ur å£150 worth of discount vouchers today! text shop to 85023 now! savamob, offers mobile! t cs savamob pobox84, m263uz. å£3.00 sub. 16",1,0,0,0,154
appt is at &lt;time&gt; am. not my fault u don't listen. i told u twice,0,0,0,0,71
free for 1st week! no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates. www.getzed.co.uk pobox 36504 w45wq 16+ norm150p/tone,1,0,0,0,162
you have won a guaranteed å£200 award or even å£1000 cashto claim ur award call free on (18+) 2 stop getstop on 88222 php. rg21 4jx,1,0,0,1,131
k i'll be there before 4.,0,0,0,0,25
i dled 3d its very imp,0,0,0,0,22
"sure, but make sure he knows we ain't smokin yet",0,0,0,0,48
boooo you always work. just quit.,0,0,0,0,33
i am taking half day leave bec i am not well,0,0,0,0,44
ugh i don't wanna get out of bed. it's so warm.,0,0,0,0,47
s:)s.nervous  &lt;#&gt; :),0,0,0,0,26
so there's a ring that comes with the guys costumes. it's there so they can gift their future yowifes. hint hint,0,0,0,0,112
congratulations ur awarded either å£500 of cd gift vouchers & free entry 2 our å£100 weekly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16,1,0,0,0,150
i borrow ur bag ok.,0,0,0,0,19
"u were outbid by simonwatson5120 on the shinco dvd plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply end out",1,0,0,0,133
where's my boytoy? i miss you ... what happened?,0,0,0,0,48
"he has lots of used ones babe, but the model doesn't help. youi have to bring it over and he'll match it up",0,0,0,0,107
also are you bringing galileo or dobby,0,0,0,0,38
then why you not responding,0,0,0,0,27
"\boo babe! u enjoyin yourjob? u seemed 2 b gettin on well hunny!hope ure ok?take care & iåõllspeak 2u soonlots of loveme xxxx.\""""",0,0,0,0,129
good afternoon starshine! how's my boytoy? does he crave me yet? ache to fuck me ? *sips cappuccino* i miss you babe *teasing kiss*,0,0,0,0,131
on the road so cant txt,0,0,0,0,23
"smsservices. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with stop, no extra charge. help.comuk. 220-cm2 9ae",1,0,0,1,144
25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed profit 2 charity.,1,0,0,1,149
have a good evening! ttyl,0,0,0,0,25
hmm .. bits and pieces lol ... *sighs* ...,0,0,0,0,42
hahaha..use your brain dear,0,0,0,0,27
hey. you got any mail?,0,0,0,0,22
"sorry light turned green, i meant another friend wanted  &lt;#&gt;  worth but he may not be around",0,0,0,0,98
thanks for yesterday sir. you have been wonderful. hope you enjoyed the burial. mojibiola,0,0,0,0,89
u have a secret admirer. reveal who thinks u r so special. call. to opt out reply reveal stop. 1.50 per msg recd. cust care,1,0,0,2,123
hi mate its rv did u hav a nice hol just a message 3 say hello coz havenåõt sent u 1 in ages started driving so stay off roads!rvx,0,0,0,0,130
"dear voucher holder, to claim this weeks offer, at you pc please go to ts&cs apply. to stop texts, txt stop to 80062",1,1,0,0,116
"thank you so much. when we skyped wit kz and sura, we didnt get the pleasure of your company. hope you are good. we've given you ultimatum oh! we are countin down to aburo. enjoy! this is the message i sent days ago",0,0,0,0,215
surely result will offer:),0,0,0,0,26
good morning my dear........... have a great &amp; successful day.,0,0,0,0,66
do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call or reply for delivery tomorrow,1,0,0,1,137
"sir, i have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. can you please help. thanks",0,0,0,0,372
we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call or reply for delivery wed,1,0,0,1,143
last chance 2 claim ur å£150 worth of discount vouchers-text yes to 85023 now!savamob-member offers mobile t cs. å£3.00 sub. 16 . remove txt x or stop,1,0,0,1,150
i luv u soo much u donåõt understand how special u r 2 me ring u 2morrow luv u xxx,0,0,0,0,82
"pls send me a comprehensive mail about who i'm paying, when and how much.",0,0,0,0,73
our prashanthettan's mother passed away last night. pray for her and family.,0,0,0,0,76
"urgent! call from your landline. your complimentary 4* ibiza holiday or 10,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+ ",1,0,0,1,141
k.k:)when are you going?,0,0,0,0,24
meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. also i don't think doug realizes i don't live here anymore,0,0,0,0,231
my stomach has been thru so much trauma i swear i just can't eat. i better lose weight.,0,0,0,0,87
i am in office:)whats the matter..msg me now.i will call you at break:).,0,0,0,0,72
"yeah there's barely enough room for the two of us, x has too many fucking shoes. sorry man, see you later",0,0,0,0,105
"today's offer! claim ur å£150 worth of discount vouchers! text yes to 85023 now! savamob, member offers mobile! t cs. å£3.00 sub. 16 . unsub reply x",1,0,0,1,148
u reach orchard already? u wan 2 go buy tickets first?,0,0,0,0,54
"i am real, baby! i want to bring out your inner tigress...",0,0,0,0,58
no da if you run that it activate the full version da.,0,0,0,0,54
"\ah poor baby!hope urfeeling bettersn luv! probthat overdose of work hey go careful spk 2 u sn lots of lovejen xxx.\""""",0,0,0,0,118
stop the story. i've told him i've returned it and he's saying i should not re order it.,0,0,0,0,88
talk sexy!! make new friends or fall in love in the worlds most discreet text dating service. just text vip to 83110 and see who you could meet.,1,0,0,0,144
going to take your babe out ?,0,0,0,0,29
hai ana tomarrow am coming on morning.  &lt;decimal&gt;  ill be there in sathy then we ll go to rto office. reply me after came to home.,0,0,0,0,136
spoons it is then okay?,0,0,0,0,23
did he just say somebody is named tampa,0,0,0,0,39
in work now. going have in few min.,0,0,0,0,35
your brother is a genius,0,0,0,0,24
"sorry, i guess whenever i can get a hold of my connections, maybe an hour or two? i'll text you",0,0,0,0,95
did u find out what time the bus is at coz i need to sort some stuff out.,0,0,0,0,73
dude ive been seeing a lotta corvettes lately,0,0,0,0,45
congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call ts&cs www.smsco.net å£1.50pm approx 3mins,1,0,0,1,149
"same here, but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it don't matter",0,0,0,0,159
private! your 2003 account statement for 07808 xxxxxx shows 800 un-redeemed s. i. m. points. call identifier code: 41685 expires 07/11/04,1,0,0,1,137
hello. we need some posh birds and chaps to user trial prods for champneys. can i put you down? i need your address and dob asap. ta r,1,0,0,0,134
what do u want for xmas? how about 100 free text messages & a new video phone with half price line rental? call free now on to find out more!,1,0,0,1,141
"well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",0,0,0,0,92
its going good...no problem..but still need little experience to understand american customer voice...,0,0,0,0,102
i'll text you when i drop x off,0,0,0,0,31
ugh its been a long day. i'm exhausted. just want to cuddle up and take a nap,0,0,0,0,77
talk with yourself atleast once in a day...!!! otherwise you will miss your best friend in this world...!!! -shakespeare- shesil  &lt;#&gt;,0,0,0,0,139
"shop till u drop, is it you, either 10k, 5k, å£500 cash or å£100 travel voucher, call now,. ntt po box cr01327bt fixedline cost 150ppm mobile vary",1,0,0,1,146
are you in castor? you need to see something,0,0,0,0,44
sunshine quiz wkly q! win a top sony dvd player if u know which country liverpool played in mid week? txt ansr to 82277. å£1.50 sp:tyrone,1,0,0,0,137
u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on,1,0,0,1,120
u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on-stopsms-08,1,0,0,1,131
reminder: you have not downloaded the content you have already paid for. goto mymoby. tv/ to collect your content.,1,1,0,0,114
"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. i was gonna gibe you 'til one, but a midnight movie is not gonna get out til after 2. you need to come home. you need to getsleep and, if anything, you need to b studdying ear training.",0,0,0,0,276
i love to give massages. i use lots of baby oil... what is your fave position?,0,0,0,0,78
dude we should go sup again,0,0,0,0,27
yoyyooo u know how to change permissions for a drive in mac. my usb flash drive,0,0,0,0,79
gibbs unsold.mike hussey,0,0,0,0,24
i like to talk pa but am not able to. i dont know y.,0,0,0,0,52
y dun cut too short leh. u dun like ah? she failed. she's quite sad.,0,0,0,0,68
you unbelievable faglord,0,0,0,0,24
wife.how she knew the time of murder exactly,0,0,0,0,44
why do you ask princess?,0,0,0,0,24
i am great princess! what are you thinking about me? :),0,0,0,0,55
nutter. cutter. ctter. cttergg. cttargg. ctargg. ctagg. ie you,0,0,0,0,62
it's ok i noe u're busy but i'm really too bored so i msg u. i oso dunno wat colour she choose 4 me one.,0,0,0,0,104
doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,0,0,0,0,87
"superb thought- \be grateful that u dont have everything u want. that means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",0,0,0,0,150
hope you are having a good week. just checking in,0,0,0,0,49
"i'm used to it. i just hope my agents don't drop me since i've only booked a few things this year. this whole me in boston, them in nyc was an experiment.",0,0,0,0,154
"thursday night? yeah, sure thing, we'll work it out then",0,0,0,0,56
"your free ringtone is waiting to be collected. simply text the password \mix\"" to 85069 to verify. get usher and britney. fml",1,0,0,0,125
probably money worries. things are coming due and i have several outstanding invoices for work i did two and three months ago.,0,0,0,0,126
how is it possible to teach you. and where.,0,0,0,0,43
"i wonder if your phone battery went dead ? i had to tell you, i love you babe",0,0,0,0,77
lovely smell on this bus and it ain't tobacco... ,0,0,0,0,49
"we're all getting worried over here, derek and taylor have already assumed the worst",0,0,0,0,84
hey what's up charles sorry about the late reply.,0,0,0,0,49
"all the lastest from stereophonics, marley, dizzee racal, libertines and the strokes! win nookii games with flirt!! click themob wap bookmark or text wap to 82468",1,0,0,0,162
i.ll give her once i have it. plus she said grinule greet you whenever we speak,0,0,0,0,79
white fudge oreos are in stores,0,0,0,0,31
"january male sale! hot gay chat now cheaper, call. national rate from 1.5p/min cheap to 7.8p/min peak! to stop texts call (10p/min)",1,0,0,2,131
my love ! how come it took you so long to leave for zaher's? i got your words on ym and was happy to see them but was sad you had left. i miss you,0,0,0,0,146
i am sorry it hurt you.,0,0,0,0,23
can't. i feel nauseous. i'm so pissed. i didn't eat any sweets all week cause today i was planning to pig out. i was dieting all week. and now i'm not hungry :/,0,0,0,0,160
ok lor but not too early. me still having project meeting now.,0,0,0,0,62
"call me da, i am waiting for your call.",0,0,0,0,39
i could ask carlos if we could get more if anybody else can chip in,0,0,0,0,67
was actually about to send you a reminder today. have a wonderful weekend,0,0,0,0,73
"when people see my msgs, they think iam addicted to msging... they are wrong, bcoz they don\'t know that iam addicted to my sweet friends..!! bslvyl",0,0,0,0,148
hey you gave them your photo when you registered for driving ah? tmr wanna meet at yck? ,0,0,0,0,88
dont talk to him ever ok its my word.,0,0,0,0,37
when u wana see it then,0,0,0,0,23
on ma way to school. can you pls send me ashley's number,0,0,0,0,56
it shall be fine. i have avalarr now. will hollalater,0,0,0,0,53
she went to attend another two rounds today..but still did't reach home..,0,0,0,0,73
actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,0,0,0,0,80
"k, wait chikku..il send aftr  &lt;#&gt; mins",0,0,0,0,44
but i'm on a diet. and i ate 1 too many slices of pizza yesterday. ugh i'm always on a diet.,0,0,0,0,92
k:)i will give my kvb acc details:),0,0,0,0,35
oh all have to come ah?,0,0,0,0,23
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,1,0,0,0,140
i'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),0,0,0,0,106
congratulations ore mo owo re wa. enjoy it and i wish you many happy moments to and fro wherever you go,0,0,0,0,103
so do you have samus shoulders yet,0,0,0,0,34
what time you think you'll have it? need to know when i should be near campus,0,0,0,0,77
"dear matthew please call from a landline, your complimentary 4*lux tenerife holiday or å£1000 cash await collection. ppm150 sae t&cs box334 sk38xh.",1,0,0,1,147
then dun wear jeans lor...,0,0,0,0,26
"since when, which side, any fever, any vomitin.",0,0,0,0,47
k:)k.are you in college?,0,0,0,0,24
"urgent! call from landline. your complimentary 4* tenerife holiday or å£10,000 cash await collection sae t&cs box 528 hp20 1yf 150ppm 18+",1,0,0,1,137
better. made up for friday and stuffed myself like a pig yesterday. now i feel bleh. but at least its not writhing pain kind of bleh.,0,0,0,0,133
no we sell it all so we'll have tons if coins. then sell our coins to someone thru paypal. voila! money back in life pockets:),0,0,0,0,126
theyre doing it to lots of places. only hospitals and medical places are safe.,0,0,0,0,78
how about getting in touch with folks waiting for company? just txt back your name and age to opt in! enjoy the community (150p/sms),1,0,0,0,132
and also i've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,0,0,0,0,116
"i sent my scores to sophas and i had to do secondary application for a few schools. i think if you are thinking of applying, do a research on cost also. contact joke ogunrinde, her school is one me the less expensive ones",0,0,0,0,221
i cant wait to see you! how were the photos were useful? :),0,0,0,0,59
ur cash-balance is currently 500 pounds - to maximize ur cash-in now send go to 86688 only 150p/msg. cc: po box 114/14 tcr/w1,1,0,0,1,125
hey i booked the kb on sat already... what other lessons are we going for ah? keep your sat night free we need to meet and confirm our lodging ,0,0,0,0,143
chk in ur belovd ms dict,0,0,0,0,24
is that what time you want me to come?,0,0,0,0,38
"awesome, lemme know whenever you're around",0,0,0,0,42
shb b ok lor... thanx...,0,0,0,0,24
"beautiful truth against gravity.. read carefully: \our heart feels light when someone is in it.. but it feels very heavy when someone leaves it..\"" good night""",0,0,0,0,159
also remember to get dobby's bowl from your car,0,0,0,0,47
filthy stories and girls waiting for your,1,0,0,0,41
sorry i now then c ur msg... yar lor so poor thing... but only 4 one night... tmr u'll have a brand new room 2 sleep in...,0,0,0,0,122
"love isn't a decision, it's a feeling. if we could decide who to love, then, life would be much simpler, but then less magical",0,0,0,0,126
welp apparently he retired,0,0,0,0,26
my sort code is  and acc no is . the bank is natwest. can you reply to confirm i've sent this to the right person!,0,0,0,0,114
where @,0,0,0,0,7
u sure u can't take any sick time?,0,0,0,0,34
urgent! we are trying to contact u. todays draw shows that you have won a å£800 prize guaranteed. call from land line. claim m95. valid12hrs only,1,0,0,1,145
"watching cartoon, listening music &amp; at eve had to go temple &amp; church.. what about u?",0,0,0,0,92
yo chad which gymnastics class do you wanna take? the site says christians class is full..,0,0,0,0,90
are you this much buzy,0,0,0,0,22
or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,0,0,0,0,85
i am not sure about night menu. . . i know only about noon menu,0,0,0,0,63
what do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but only to my wife of my liking.be that and see..no one can give you that.dont call me.i will wait till i come.,0,0,0,0,220
are you willing to go for aptitude class.,0,0,0,0,41
"it wont b until 2.15 as trying 2 sort house out, is that ok?",0,0,0,0,60
"yar lor he wan 2 go c horse racing today mah, so eat earlier lor. i ate chicken rice. u?",0,0,0,0,88
"haha awesome, omw back now then",0,0,0,0,31
yup i thk so until e shop closes lor.,0,0,0,0,37
what is your account number?,0,0,0,0,28
eh u send wrongly lar...,0,0,0,0,24
hey no i ad a crap nite was borin without ya 2 boggy with me u boring biatch! thanx but u wait til nxt time il ave ya ,0,0,0,0,118
ok i shall talk to him,0,0,0,0,22
dont hesitate. you know this is the second time she has had weakness like that. so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0,0,0,0,210
hey you can pay. with salary de. only  &lt;#&gt; .,0,0,0,0,50
another month. i need chocolate weed and alcohol.,0,0,0,0,49
if he started searching he will get job in few days.he have great potential and talent.,0,0,0,0,87
reckon need to be in town by eightish to walk from * carpark.,0,0,0,0,61
"congrats! 2 mobile 3g videophones r yours. call now! videochat wid your mates, play java games, dload polyph music, noline rentl.",1,0,0,1,129
look at the fuckin time. what the fuck you think is up,0,0,0,0,54
yo guess what i just dropped,0,0,0,0,28
carlos says he'll be at mu in  &lt;#&gt;  minutes,0,0,0,0,49
i'm in office now . i will call you  &lt;#&gt;  min:),0,0,0,0,53
"geeee ... i miss you already, you know ? your all i can think about. fuck, i can't wait till next year when we will be together ... *loving kiss*",0,0,0,0,145
"yun ah.the ubi one say if ì_ wan call by tomorrow.call look for irene.ere only got bus8,22,65,61,66,382. ubi cres,ubi tech park.6ph for 1st 5wkg days.ì¬n",0,0,0,1,153
ugh. gotta drive back to sd from la. my butt is sore.,0,0,0,0,53
26th of july,0,0,0,0,12
hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? i get home tomorrow at 5ish.,0,0,0,0,142
up to ì_... ìï wan come then come lor... but i din c any stripes skirt...,0,0,0,0,73
the xmas story is peace.. the xmas msg is love.. the xmas miracle is jesus.. hav a blessed month ahead &amp; wish u merry xmas...,0,0,0,0,129
"i can't, i don't have her number!",0,0,0,0,33
change again... it's e one next to escalator...,0,0,0,0,47
yetunde i'm in class can you not run water on it to make it ok. pls now.,0,0,0,0,72
not a lot has happened here. feels very quiet. beth is at her aunts and charlie is working lots. just me and helen in at the mo. how have you been? ,0,0,0,0,148
then ì_ wait 4 me at bus stop aft ur lect lar. if i dun c ì_ then i go get my car then come back n pick ì_.,0,0,0,0,107
"aight will do, thanks again for comin out",0,0,0,0,41
no..but heard abt tat..,0,0,0,0,23
please call our customer service representative on freephone between 9am-11pm as you have won a guaranteed å£1000 cash or å£5000 prize!,1,0,0,1,135
yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,0,0,0,0,104
&lt;#&gt;  am i think? should say on syllabus,0,0,0,0,45
umma. did she say anything,0,0,0,0,26
give me a sec to think think about it,0,0,0,0,37
panasonic & bluetoothhdset free. nokia free. motorola free & doublemins & doubletxt on orange contract. call mobileupd8 on or call 2optout,1,0,0,1,138
i don't quite know what to do. i still can't get hold of anyone. i cud pick you up bout 7.30pm and we can see if they're in the pub?,0,0,0,0,132
"poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",0,0,0,0,63
"dear hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;email&gt; ,kerala",0,0,0,0,108
lol i would but my mom would have a fit and tell the whole family how crazy and terrible i am,0,0,0,0,93
"i just got home babe, are you still awake ?",0,0,0,0,43
i dunno they close oredi not... ìï v ma fan...,0,0,0,0,46
